id	len_ref	len_msa	n_species	f_species	n_matched	n_mismatched	n_indel	f_matched	f_mismatched	f_indel	r4s	iq	iq_ml	iq_cat	iq_hi	leisr_mle	leisr_low	leisr_up	leisr_global	leisr_local
YAL015C	399	1125	14	1	56	339	155	0.14035087719298245	0.849624060150376	0.38847117794486213	1.6665791979949875	3.401843157894737	0.8980263157894737	2.654135338345865	0.8988913533834586	102.00233546187962	0.5841807732329415	681.0836800668108	-21.445780685601704	-19.35313416062492
YAL016W	635	707	14	1	184	435	81	0.28976377952755905	0.6850393700787402	0.12755905511811025	0.8020976377952755	2.573285811023622	0.9660408818897638	2.02992125984252	0.866253779527559	1.614890843485915	0.4141618237359539	69.6782552439906	-13.448056973839007	-11.837204756938414
YAL017W	1356	1742	14	1	136	1105	591	0.10029498525073746	0.8148967551622419	0.4358407079646018	1.5729775073746313	2.8103731415929203	0.9356557743362832	2.7293510324483776	0.9605281120943953	17.322775806576217	0.6316383678071595	275.1163575019218	-19.557157320844702	-17.16370430821157
YAL019W	1131	1452	14	1	222	875	615	0.1962864721485411	0.7736516357206012	0.5437665782493368	1.3499084880636605	2.7295257029177717	0.9168242086648983	2.4129089301503095	0.9371657382847037	6.759922624716447	0.5583151172198683	263.63430788620343	-17.26407685337135	-15.144626704782493
YAL021C	837	1050	14	1	150	681	205	0.17921146953405018	0.8136200716845878	0.24492234169653523	1.036163440860215	3.5600944922341697	0.9914603584229391	2.2951015531660692	0.9626467622461171	25.667583182740472	0.48523441456103605	102.11494754836434	-16.456351284448296	-14.809514028147447
YAL022C	517	572	14	1	79	412	162	0.1528046421663443	0.7969052224371374	0.31334622823984526	1.3875423597678918	2.5371627852998064	0.9829399613152805	2.382978723404255	0.9879858607350097	12.083207364067494	0.606512082460299	239.69541052987404	-17.81832374420303	-15.663040698279799
YAL023C	759	856	14	1	215	544	33	0.28326745718050067	0.7167325428194994	0.043478260869565216	1.0033852437417654	2.371830263504611	0.9833365217391304	2.242424242424242	0.9484063109354414	1.5722187827214666	0.49509598438157765	18.9633298622363	-15.79783186763407	-13.777095210900498
YAL024C	1435	2379	14	1	94	1301	596	0.06550522648083623	0.9066202090592335	0.41533101045296167	1.7719752613240418	1.9403293797909407	0.9329959094076655	2.8062717770034844	0.9188515958188154	22.809278585142238	0.5648669174348095	313.2628576171868	-22.526828593353624	-20.563494598894074
YAL025C	306	367	14	1	121	185	27	0.3954248366013072	0.6045751633986928	0.08823529411764706	0.7593969607843137	11.382923594771242	0.9698890522875817	2.1209150326797386	0.9208446405228757	1.4701365127389867	0.4176832062300139	37.807089398797935	-12.650553459714205	-10.983439685766506
YAL026C	1355	1485	14	1	180	798	912	0.13284132841328414	0.588929889298893	0.6730627306273063	0.8505029298892989	10.043739889298893	0.9380508265682657	1.8907749077490774	0.9082889225092251	16.668765405374067	0.5424941162919272	124.13519215998477	-12.999320146416297	-11.02333319505896
YAL029C	1471	1645	14	1	401	1002	175	0.2726036709721278	0.681169272603671	0.11896668932698844	0.8919971244051665	2.081027715839565	0.9177022229775663	2.090414683888511	0.8597623521414004	1.4184628002587927	0.4389978708375801	78.63798059698135	-15.281330331045528	-13.338534429798154
YAL030W	117	146	14	1	48	53	43	0.41025641025641024	0.452991452991453	0.36752136752136755	0.572161452991453	10.827355897435897	0.998670170940171	1.8803418803418803	0.9487218803418803	1.7232182790740627	0.3818320729759095	94.35543393368658	-8.543672092070146	-7.240129415881979
YAL031C	760	1077	14	1	19	735	190	0.025	0.9671052631578947	0.25	1.8098119736842104	1.7413312368421052	0.9376998289473685	2.736842105263158	0.8906015526315789	28.169899087917248	0.48920419087379635	228.9096841240232	-24.804795110940024	-23.52866219836615
YAL032C	379	723	14	1	23	343	162	0.06068601583113457	0.9050131926121372	0.42744063324538256	1.523352506596306	1.9245242480211082	0.9043854089709763	2.62532981530343	0.8395428232189973	1.6277565972163435	0.45066881239111534	191.06685616828563	-20.079473507307704	-18.493271553395537
YAL033W	173	265	14	1	27	146	34	0.15606936416184972	0.8439306358381503	0.19653179190751446	1.3652132947976878	4.170917861271676	0.9035294219653179	2.1098265895953756	0.8178680346820809	1.6178767837186174	0.5147558050710189	121.32655466938401	-20.001152517288872	-17.997643521059466
YAL034C	413	507	14	1	53	337	160	0.12832929782082325	0.8159806295399515	0.387409200968523	1.6072924939467312	2.0790333898305087	0.9569740920096852	2.5351089588377724	0.9028856416464891	26.295688585149314	0.5134556090108552	274.7547403698165	-19.748567949641902	-17.777285502567217
YAL034W-A	289	551	14	1	27	259	150	0.09342560553633218	0.8961937716262975	0.5190311418685121	1.6825709342560553	2.908973425605536	0.9496322145328719	2.4567474048442905	0.9289447404844291	105.70796735367229	0.5868675072932562	420.7963656329082	-21.92262238570738	-19.85847624929398
YAL035W	1002	1188	14	1	333	526	280	0.3323353293413174	0.5249500998003992	0.27944111776447106	0.8121083932135729	9.155969810379242	0.9435901097804391	1.8213572854291418	0.870079121756487	11.858510076263327	0.5359337417643885	234.3184706887514	-12.697395988549923	-10.614565485837021
YAL036C	369	396	14	1	256	113	2	0.6937669376693767	0.3062330623306233	0.005420054200542005	0.19424655826558265	5.3455024119241195	0.9984452032520326	1.7615176151761518	0.8948980487804878	1.1884395085589963	0.24977020795670096	6.488785713828631	-6.399361964493525	-5.519788243275272
YAL037W	267	418	14	1	1	266	65	0.003745318352059925	0.9962546816479401	0.24344569288389514	2.374887265917603	2.262589438202247	0.9707067790262173	2.647940074906367	0.9895696254681648	39.33844694945525	0.551316806935484	641.4068163825191	-27.936588208289006	-26.45332199257875
YAL038W	500	539	14	1	165	209	208	0.33	0.418	0.416	0.3434176	10.01517672	0.99287104	1.918	0.93138682	1.3254804371925313	0.31773172848982617	5.353262869879113	-8.439796572058082	-7.2759555258159905
YAL039C	269	497	14	1	75	180	70	0.2788104089219331	0.6691449814126395	0.26022304832713755	1.149152713754647	5.862016617100371	0.8937398513011152	1.9851301115241635	0.8884798513011153	1.8474682055625367	0.5259335904456159	228.73552414067754	-16.48701744626107	-14.268677954506966
YAL040C	580	927	14	1	19	548	231	0.032758620689655175	0.9448275862068966	0.39827586206896554	1.884473275862069	2.2625721551724136	0.9721061206896552	2.9913793103448274	1.0090148793103448	2.3001396950930006	0.5581055496734275	250.874273820204	-22.529738662509036	-20.883718898372045
YAL041W	854	1347	14	1	137	694	232	0.16042154566744732	0.8126463700234192	0.2716627634660422	1.0952886416861827	1.6894174238875879	0.94008056206089	2.418032786885246	0.9154021779859485	1.7959161584884118	0.46753416332558717	78.13446292610969	-17.05100824786436	-15.28771666029922
YAL042W	415	486	14	1	98	314	36	0.236144578313253	0.7566265060240964	0.08674698795180723	1.0726732530120482	8.095328	0.9798493012048193	2.291566265060241	0.975339734939759	13.59727987735106	0.4951655382570666	100.74939591842032	-16.578564216182862	-14.699719629514332
YAL043C	785	1057	14	1	48	730	164	0.061146496815286625	0.9299363057324841	0.2089171974522293	1.4158459872611464	2.257511949044586	0.9291146242038216	2.5910828025477706	0.9572765222929936	27.215376251726976	0.5073705800859439	235.09517948784344	-20.512379850272044	-18.98959619527775
YAL044C	170	275	14	1	23	140	54	0.13529411764705881	0.8235294117647058	0.3176470588235294	1.1223511764705882	3.575776235294118	0.9470069411764706	2.7	0.9668938823529412	1.5958651473010947	0.446766574972044	66.58742495638187	-18.036856512274202	-16.352585987103588
YAL044W-A	110	156	14	1	22	85	8	0.2	0.7727272727272727	0.07272727272727272	1.1703854545454546	2.108175090909091	0.8244531818181818	2.581818181818182	0.8253568181818182	1.1369683072561068	0.38740001189455736	4.610451694265585	-18.526192288420667	-16.576250262493524
YAL047C	622	1102	14	1	2	603	376	0.003215434083601286	0.9694533762057878	0.6045016077170418	2.3873416077170417	2.5101777491961417	0.8919745498392283	2.64951768488746	0.9212877491961414	34.38355022623679	0.5010054928347264	616.7383000330219	-24.69792322706033	-23.265386024461197
YAL048C	662	818	14	1	92	471	415	0.13897280966767372	0.7114803625377644	0.6268882175226587	0.8956410876132931	7.3271788066465255	0.9140700755287009	2.0060422960725077	0.867560755287009	9.217776633740137	0.46256279231711084	96.91079919551142	-14.037625229739776	-12.436748393373009
YAL049C	246	341	14	1	49	194	22	0.1991869918699187	0.7886178861788617	0.08943089430894309	1.2123857723577236	1.3441812195121952	0.9908276829268292	2.6463414634146343	0.9720216666666667	1.4242875250237548	0.44950144123392005	125.98368963515269	-18.792384576182563	-16.977966537249287
YAL053W	783	1053	14	1	125	655	107	0.15964240102171137	0.8365261813537676	0.13665389527458494	1.1356261813537676	2.9886644316730524	0.8792967943805875	2.020434227330779	0.8396131800766283	15.000649457070608	0.6057049000065376	70.78090383054014	-17.703489486162372	-15.645817141582533
YAL054C	713	729	14	1	267	431	60	0.3744740532959327	0.6044880785413744	0.08415147265077139	0.7272706591865358	10.25260350631136	0.9901238849929874	1.8962131837307152	0.923155553997195	1.594740426738855	0.4347033537257771	34.33656359911893	-12.303461148232962	-10.626493226053993
YAL055W	180	283	14	1	2	177	59	0.011111111111111112	0.9833333333333333	0.3277777777777778	2.0334433333333335	3.078882777777778	0.9648940555555555	2.7777777777777777	0.9600447222222223	113.02072735739483	0.5527730456068833	782.2714308001152	-24.85372969069978	-23.417056316664144
YAL056W	880	1429	14	1	22	846	491	0.025	0.9613636363636363	0.5579545454545455	2.167921136363636	1.9826259204545456	0.9578974772727272	2.9943181818181817	0.9450157272727272	11.634281510657118	0.4996760816865303	505.12204215244753	-24.67110900923995	-23.252541188056988
YAL063C	1322	4206	12	0.8571428571428571	1	1321	723	7.564296520423601e-4	0.9992435703479576	0.5468986384266263	3.8494142965204237	2.110734372163389	0.9519560287443268	3.15052950075643	0.9695450378214826	NA	NA	NA	NA	NA
YAL067C	593	772	14	1	39	547	94	0.0657672849915683	0.9224283305227656	0.15851602023608768	1.369541652613828	3.5224658010118044	0.9169112984822935	1.8111298482293423	0.8547013996627318	13.735086930304	0.6596843340067925	678.2618760266689	-20.555694822331954	-18.56104260368481
YAR002W	539	895	14	1	5	518	403	0.00927643784786642	0.961038961038961	0.7476808905380334	2.4997305751391465	3.0229138589981446	0.9584497773654916	2.8274582560296846	0.9778183673469388	76.36449388941399	0.5528093938386711	1192.6912291181482	-25.240853792906126	-23.58489747594354
YAR003W	426	512	14	1	89	319	92	0.20892018779342722	0.7488262910798122	0.215962441314554	1.062499061032864	5.478269577464789	0.865925633802817	1.9553990610328638	0.8313823004694836	48.37688343797882	0.4802070758912894	98.18102620054121	-17.111396197204023	-15.164106742441344
YAR007C	621	751	14	1	66	497	392	0.10628019323671498	0.8003220611916264	0.6312399355877617	1.0009977455716585	2.7828617552334944	0.9644998389694042	2.3027375201288245	0.9105872946859903	1.82621163266396	0.46024749627861794	71.13579717121645	-16.057494904638013	-14.483648431317636
YAR008W	275	362	14	1	36	234	103	0.13090909090909092	0.850909090909091	0.37454545454545457	1.7198163636363637	2.4294467636363635	0.8888214181818181	2.6436363636363636	0.8610398909090909	74.26156481464285	0.47860601116229956	332.47336448560344	-20.2365964762754	-18.240763026932683
YAR014C	707	1491	14	1	47	650	359	0.06647807637906648	0.9193776520509194	0.5077793493635078	2.289885261669024	2.656664611032532	0.8977790664780764	2.4611032531824613	0.8538903677510608	10.862824111692465	0.6369245840742244	1066.287923982815	-23.89527284686183	-21.754123066300245
YAR015W	306	320	14	1	143	163	17	0.4673202614379085	0.5326797385620915	0.05555555555555555	0.6990157189542484	7.186703496732026	0.9924818627450981	2.2254901960784315	0.9067318954248366	1.422618123719996	0.4226975037622591	6.545693437271365	-12.304252678667149	-10.46686887212424
YAR018C	435	979	14	1	106	322	82	0.24367816091954023	0.7402298850574712	0.18850574712643678	0.9517880459770115	1.4209844367816091	0.7629233103448276	2.108045977011494	0.7049443678160919	2.1248999917808344	0.4633762279127562	10.411224557269708	-14.546766851484625	-12.809139444010885
YAR019C	974	1488	14	1	62	871	597	0.063655030800821355	0.8942505133470225	0.6129363449691991	1.7535340862423	1.4914532443531827	0.9917894969199179	3.0328542094455853	1.0657207392197126	53.72213974995951	0.5415408705440597	451.0814415965693	-18.647778315932534	-16.848450831007472
YAR042W	1188	2004	14	1	155	1006	267	0.13047138047138046	0.8468013468013468	0.22474747474747475	1.4799262626262626	2.7312411952861955	0.8562844528619529	2.015151515151515	0.8338830218855219	61.3044825935466	0.6845695478313306	620.0912939239341	-20.286811089246314	-17.870479868298574
YAR050W	1537	4206	12	0.8571428571428571	1	1535	938	6.506180871828237e-4	0.9986987638256344	0.6102797657774887	4.002714573845153	2.2839841769681195	0.9566302797657775	3.139882888744307	1.1555020624593364	NA	NA	NA	NA	NA
YBL002W	131	148	14	1	103	26	5	0.7862595419847328	0.1984732824427481	0.03816793893129771	0.17366679389312978	4.368664809160306	0.9155612977099237	1.2900763358778626	0.8460025954198473	1.351808447806333	0.3915951276344748	7.484178968081409	-5.693682250915972	-4.673097537828633
YBL003C	132	178	14	1	103	27	5	0.7803030303030303	0.20454545454545456	0.03787878787878788	0.10842075757575757	2.7505454545454544	0.9952961363636363	1.5909090909090908	0.9101584090909092	NA	NA	NA	NA	NA
YBL004W	2493	2846	14	1	15	2129	2334	0.006016847172081829	0.8539911752908143	0.9362214199759326	1.2845474929803449	2.650928924989972	0.987602398716406	2.5238668271159246	0.9724385118331327	9.758159622044445	0.48485779921682765	153.77318381642812	-17.559706749013916	-15.935370393624124
YBL007C	1244	1699	14	1	137	1040	496	0.11012861736334405	0.8360128617363344	0.3987138263665595	1.4435635852090032	3.146831768488746	0.926974654340836	2.335209003215434	0.8919802250803859	74.15924139364232	0.5475156123765746	527.5391634543699	-19.94297722582166	-18.019317487923406
YBL008W	840	1041	14	1	88	671	614	0.10476190476190476	0.7988095238095239	0.7309523809523809	1.396264880952381	2.8763577380952383	0.8751014880952381	2.3892857142857142	0.8701401666666667	37.83096021372024	0.5867394787148906	457.36093329989905	-18.958303241968558	-16.723011448512
YBL011W	759	966	14	1	138	584	189	0.18181818181818182	0.769433465085639	0.2490118577075099	1.1840239789196312	2.82603325428195	0.8784730171277997	2.0171277997364956	0.8102288274044795	22.325664623786807	0.5720015672815628	295.9522737907966	-16.913150726933445	-14.854790496215927
YBL014C	894	1373	14	1	25	866	302	0.02796420581655481	0.9686800894854586	0.3378076062639821	2.3201052572706935	2.1443767337807604	0.9764287583892618	2.7706935123042506	0.9560243288590604	57.82925693345714	0.5676876977492934	586.398746801703	-26.205355331306013	-24.663813285655017
YBL015W	526	668	14	1	294	229	8	0.55893536121673	0.435361216730038	0.015209125475285171	0.4105122813688213	11.155445342205324	0.9992965969581749	1.9049429657794676	0.9536863878326997	1.2285680391589857	0.34031767051228046	5.069237930832712	-9.538972769738681	-8.185684323944834
YBL016W	353	760	14	1	143	210	9	0.40509915014164305	0.5949008498583569	0.025495750708215296	0.7448469971671389	10.095201019830029	0.7176932011331445	1.651558073654391	0.6920770254957507	1.3923469993947786	0.4159024183521037	5.048041301403262	-12.712917081329856	-10.867393284803569
YBL017C	1579	1826	13	0.9285714285714286	28	1389	1579	0.01773274224192527	0.8796706776440786	1	1.6423559214692844	2.587358480050665	0.9720199493350221	2.3590880303989867	0.9167001139962001	52.684087084922886	0.5278166508308766	537.0990977141109	-19.4271304239801	-17.694907331325687
YBL019W	520	799	14	1	35	430	317	0.0673076923076923	0.8269230769230769	0.6096153846153847	1.719732173076923	4.345943538461539	0.9177054423076924	2.5384615384615383	0.9368199807692308	59.81030131419864	0.5764494662768032	562.322503876296	-21.394484872537866	-19.070128236658327
YBL020W	574	787	14	1	25	517	381	0.04355400696864112	0.9006968641114983	0.6637630662020906	1.2729026132404182	3.627050888501742	0.9760853832752613	2.4773519163763065	0.9491555749128919	1.887489857108925	0.5222637415564073	95.08475219019884	-17.86029189706555	-16.079275181793346
YBL021C	144	241	14	1	57	80	39	0.3958333333333333	0.5555555555555556	0.2708333333333333	1.019584375	1.2534511805555555	0.4426075	1.9444444444444444	0.5048280555555555	1.740441440486783	0.36650658120451446	17.597796103957347	-13.95089452091094	-10.56062531984535
YBL022C	1133	1299	14	1	140	886	631	0.1235657546337158	0.7819947043248014	0.5569285083848191	1.2432901147396294	3.529391526919682	0.9235941571050309	2.113857016769638	0.9307212886142983	33.53189896803707	0.6650974850028818	545.2024941785879	-16.6853354288263	-14.488954093608157
YBL023C	868	1001	14	1	452	411	50	0.5207373271889401	0.4735023041474654	0.0576036866359447	0.5628988709677419	12.18096720046083	0.8714306912442397	1.5034562211981566	0.7889139055299539	1.6801371136008305	0.47107441141224315	6.983425648663167	-10.525894242068576	-8.83884822883736
YBL024W	684	939	14	1	127	433	421	0.18567251461988304	0.6330409356725146	0.6154970760233918	0.8897891374269006	5.165041125730994	0.8381629678362573	1.8771929824561404	0.8066980994152047	34.28942038796071	0.5234005655725372	340.3089975101404	-13.77476388851733	-11.971243235441738
YBL028C	106	197	14	1	22	84	21	0.20754716981132076	0.7924528301886793	0.19811320754716982	1.3234783018867924	3.2084141509433963	0.8936870754716981	2.2169811320754715	0.7976083962264151	2.025580611686455	0.6109794694219564	196.1886982862162	-18.730788075937134	-16.2912652614682
YBL029W	376	814	14	1	5	370	174	0.013297872340425532	0.9840425531914894	0.4627659574468085	2.5779276595744682	1.443298085106383	0.9575730319148936	2.7154255319148937	1.0345082446808511	16.606610566434178	0.59825805413458355	805.4915214805271	-26.191420741114197	-24.454448102548586
YBL030C	318	345	14	1	211	105	20	0.6635220125786163	0.330188679245283	0.06289308176100629	0.39741323899371067	10.7620736163522	0.995789748427673	1.610062893081761	0.9680966037735849	1.7401206760710657	0.4032397866586443	7.708948048362669	-7.63863679043561	-6.372914630429415
YBL032W	381	788	14	1	36	335	182	0.09448818897637795	0.8792650918635171	0.4776902887139108	1.2800724409448818	2.847362283464567	0.9116110761154855	2.3674540682414698	0.9619260104986876	29.290313171919433	0.6034133030622104	430.7186602584931	-17.39221857586328	-15.646360659862255
YBL033C	345	483	14	1	144	194	76	0.41739130434782606	0.5623188405797102	0.22028985507246376	0.9922618550724638	10.027786927536232	0.8885946666666666	2.1884057971014492	0.8806201159420289	59.66935119666666	0.5379547741819705	237.59413422371009	-12.533391887115037	-10.536601952207873
YBL034C	1513	2061	14	1	24	1456	528	0.015862524785194978	0.9623265036351619	0.3489755452742895	2.0282836087243887	1.9947864375413087	0.9639718241903503	2.5829477858559153	0.9130060343688037	18.526056979206658	0.5244448442963352	376.2345731472862	-24.438243428584872	-23.03956634854716
YBL035C	705	778	14	1	39	591	499	0.05531914893617021	0.8382978723404255	0.7078014184397163	1.275255744680851	3.8019287375886526	0.9750624680851064	2.1404255319148935	0.9239064822695034	37.18228623835609	0.5431240485108016	458.7017947573696	-18.096596305876986	-16.38550727157176
YBL036C	257	304	14	1	77	179	18	0.29961089494163423	0.6964980544747081	0.07003891050583658	1.1057437743190661	5.681184591439688	0.7886410116731517	1.9649805447470816	0.7480925291828794	1.5994115409075143	0.4593439850868505	159.3070396086207	-16.674827102063418	-14.506044653026885
YBL037W	1025	1185	14	1	98	919	138	0.09560975609756098	0.8965853658536586	0.13463414634146342	1.2322648780487806	1.9607352780487806	0.9709391414634146	2.6439024390243904	0.9865815121951219	6.463858997218762	0.4653247430651487	73.51631683728371	-19.57307037697753	-18.05616949012069
YBL038W	232	270	14	1	71	159	31	0.30603448275862066	0.6853448275862069	0.1336206896551724	0.97443625	2.635560948275862	0.9539724137931035	2.211206896551724	0.9517015086206897	1.9320737703636246	0.4991774390925073	264.70992868238187	-14.84036616634269	-12.972816052171385
YBL039C	579	592	14	1	329	249	7	0.5682210708117443	0.43005181347150256	0.012089810017271158	0.5107407944732297	7.736590189982729	0.997000310880829	1.773747841105354	0.8915781347150259	1.3842951608285239	0.4248825695163274	4.844795237503846	-10.375797438734164	-8.669132878403081
YBL041W	241	291	14	1	134	106	2	0.5560165975103735	0.43983402489626555	0.008298755186721992	0.31727427385892115	5.390962572614108	0.9800353526970954	2.012448132780083	0.9443017012448133	1.0938894820841156	0.2415628358563677	4.66298920805717	-8.285830358302546	-7.291221555230223
YBL042C	639	725	14	1	131	501	108	0.20500782472613457	0.784037558685446	0.16901408450704225	1.2653608763693271	9.486873990610329	0.946912034428795	2.1455399061032865	0.9458125665101721	64.34906592092688	0.6178647468762183	536.0643210737617	-18.25694081204645	-16.062202244171626
YBL045C	457	503	14	1	45	408	47	0.09846827133479212	0.8927789934354485	0.10284463894967177	1.1092894967177243	2.7420922975929978	0.9988991903719913	2.533916849015317	0.9691628665207878	1.4709954965166623	0.4612410658334254	27.36275725662072	-18.453739146202736	-16.905132097776644
YBL047C	1381	1638	14	1	27	1242	1128	0.01955104996379435	0.8993482983345402	0.8167994207096307	1.4531515568428675	2.661378240405503	0.9666647719044171	2.340333091962346	0.9127695872556119	8.473562022498633	0.5380349451501553	577.8333762239979	-19.631201731208268	-17.966547833355946
YBL051C	668	1063	14	1	102	558	298	0.15269461077844312	0.8353293413173652	0.44610778443113774	1.314586526946108	1.9120229341317365	0.866986377245509	2.2769461077844313	0.7804780389221557	10.487009655737172	0.5336691723779037	275.8125208956101	-18.290162193769536	-16.25783117257012
YBL052C	831	1282	14	1	110	698	301	0.13237063778580024	0.8399518652226233	0.3622141997593261	2.2045733092659447	2.9287193261131166	0.9410865583634176	2.7063778580024067	0.9359132009626956	43.98952722690362	0.5900005753893772	859.2134673581705	-22.526792161749164	-20.209908233939977
YBL054W	525	1129	14	1	37	474	355	0.07047619047619047	0.9028571428571428	0.6761904761904762	1.7389344761904761	1.4937886476190476	0.914308780952381	2.902857142857143	0.9001227047619047	20.782111182035184	0.5079274374319072	368.69945057619333	-21.572775196487076	-19.70927560745047
YBL055C	418	598	14	1	67	346	118	0.16028708133971292	0.8277511961722488	0.2822966507177033	1.5510662679425837	5.016174354066986	0.9028140669856459	2.4617224880382773	0.861684976076555	63.34075904811882	0.5344869311054858	888.8227074915224	-19.51539407125221	-17.380177953959414
YBL056W	468	641	14	1	116	347	51	0.24786324786324787	0.7414529914529915	0.10897435897435898	1.0962707264957265	2.76834452991453	0.8617777136752137	2.2222222222222223	0.830208717948718	1.7248432796054025	0.5059652586218334	49.515737051884265	-16.441865518650623	-14.372300933872431
YBL057C	214	273	14	1	69	142	25	0.32242990654205606	0.6635514018691588	0.11682242990654206	1.2143314953271027	14.512667803738317	0.9397664018691589	2.4018691588785046	0.9668757943925235	235.5177943798505	0.5568484536910926	565.3520436256705	-16.945031232395266	-14.494144446250695
YBL059C-A	109	183	14	1	2	104	59	0.01834862385321101	0.9541284403669725	0.5412844036697247	1.1827825688073395	2.1787121100917433	0.9913048623853211	2.44954128440367	1.0316645871559633	2.677951954611918	0.6246920298156279	285.30048048340257	-18.500184174518242	-17.095531682221992
YBL059W	193	208	14	1	6	164	136	0.031088082901554404	0.8497409326424871	0.7046632124352331	1.4735953367875647	5.386449585492228	0.8984847150259068	2.606217616580311	0.8521330569948187	389.7737525369678	0.4352604622946249	192908.06284587397	-17.941494431270584	-16.56537334411541
YBL060W	687	1875	14	1	9	677	225	0.013100436681222707	0.9854439592430859	0.32751091703056767	2.247719650655022	1.3376751673944687	0.8235576419213974	2.458515283842795	0.7897855895196506	23.60362370272481	0.4987488871561271	615.8273535553191	-26.315056588794153	-24.692772223449445
YBL061C	696	1712	14	1	135	560	208	0.1939655172413793	0.8045977011494253	0.2988505747126437	1.710437658045977	2.5600953735632186	0.820563591954023	2.5344827586206895	0.8540829310344829	67.13778161508976	0.69293143581860694	652.3804653612993	-19.6441819508995	-16.955697937249006
YBL064C	261	273	14	1	60	201	48	0.22988505747126436	0.7701149425287356	0.1839080459770115	1.0028724137931035	7.517510766283525	0.9571012260536399	1.839080459770115	0.8561725670498084	1.8707110928321775	0.5075259671428439	8.685372945202513	-15.224912607203196	-13.418102137976014
YBL066C	1148	1327	14	1	253	885	416	0.22038327526132404	0.7709059233449478	0.3623693379790941	1.4935814721254355	3.241537543554007	0.9260214285714286	2.284843205574913	0.8767128832752613	17.28731980600876	0.6052648583782774	442.50303336119123	-17.58283248150064	-15.256862965133438
YBL067C	747	1208	14	1	111	633	246	0.14859437751004015	0.8473895582329317	0.3293172690763052	1.7036484605087014	2.7036359437751005	0.8562259571619812	2.357429718875502	0.8347519410977242	35.65317745815152	0.6148470849205556	674.7743191757453	-20.569901689130116	-18.315788318863426
YBL068W	327	874	14	1	153	172	9	0.46788990825688076	0.5259938837920489	0.027522935779816515	0.49452266055045874	5.838491681957186	0.9718224464831804	1.7767584097859328	0.9088190519877676	31.954092985285186	0.40782520097953157	66.42900700519722	-9.997986572680958	-8.62278641957458
YBL071W-A	82	120	14	1	29	53	15	0.35365853658536583	0.6463414634146342	0.18292682926829268	0.7599612195121951	5.033501585365854	0.9735813414634146	2.3780487804878048	0.9872025609756099	1.573406411995467	0.4030938460646411	7.215123567428588	-12.037224011152833	-10.464404235756357
