id	len_ref	len_msa	n_strains	f_strains	n_matched	n_mismatched	n_indel	f_matched	f_mismatched	f_indel	r4s	iq	iq_ml	iq_cat	iq_hi	leisr_mle	leisr_low	leisr_up	leisr_global	leisr_local
YAL037W	267	267	1001	0.9891304347826086	180	87	267	0.6741573033707865	0.3258426966292135	1	0.28246761423220973	2.912083220973783	1.0003087265917603	1.2322097378277153	0.7996132958801498	3.66333162044766	2.3738350943814854	2.428800309273979	-25.20125427245877	-18.615815986138774
YAL038W	500	500	1012	1	468	32	0	0.936	0.064	0	0.025427948	2.39345692	1.00137534	1.184	0.96056968	21.407985056416678	5.824734957090497	16.887729314988587	-4.125277866012376	-3.612464304732712
YAL039C	269	269	998	0.9861660079051383	217	52	269	0.8066914498141264	0.19330855018587362	1	0.16510910408921933	1.7579200743494423	0.9966613011152416	1.0855018587360594	0.7790242750929368	6.950963199442836	4.130875789133869	4.164760859921034	-11.521230299293963	-8.536492860516395
YAL040C	580	580	1012	1	441	139	0	0.7603448275862069	0.2396551724137931	0	0.13867229137931034	5.771595965517242	1.001003172413793	1.4965517241379311	0.8056267413793103	4.391961143214122	2.191461866911586	3.4249488339555603	-13.951918361698775	-11.053725372397954
YAL041W	854	854	1012	1	731	123	0	0.8559718969555035	0.14402810304449648	0	0.07210134894613583	2.6636293091334893	0.9956182786885246	2.059718969555035	0.7392796370023419	7.742019446158947	3.6637640555596747	5.478493268936466	-8.12676100267185	-6.513569364860528
YAL042C-A	125	125	1012	1	101	24	0	0.808	0.192	0	0.1778486	1.68528664	1.00093976	1.448	0.87775624	15.116395537186978	8.980383975040562	6.607367715826285	-12.09843191408938	-8.771577291050058
YAL042W	415	415	1012	1	375	40	0	0.9036144578313253	0.0963855421686747	0	0.06382167951807229	5.158249397590361	1.0021831325301205	1.1927710843373494	0.586984578313253	14.958413070572067	8.960875110081345	8.549915872435307	-6.301325928125438	-4.999220091425734
YAL043C	785	785	1012	1	653	132	0	0.8318471337579618	0.1681528662420382	0	0.07786383694267515	1.796768	0.9993372993630574	1.0662420382165605	0.8783991337579617	6.556573081192293	2.880690269803737	5.388705258496892	-8.580686244660768	-6.956066797992197
YAL044C	170	170	1012	1	147	23	0	0.8647058823529412	0.13529411764705881	0	0.03109549411764706	0.9965609411764706	1.000030705882353	1.9411764705882353	0.8457541764705883	7.215722218842788	1.8857945393970725	10.138235611369481	-5.074907111321206	-4.439486500574329
YAL044W-A	110	110	1012	1	88	22	0	0.8	0.2	0	0.08008117272727273	1.193705818181818	0.9999994545454546	3	1.01768	6.160300079210437	3.144883626594873	4.545236010915577	-9.518962820219489	-7.0378168464172335
YAL045C	102	102	1012	1	69	33	0	0.6764705882352942	0.3235294117647059	0	0.2811717549019608	2.374294705882353	0.9995847058823529	1.4313725490196079	0.6334976470588235	4.858394034926939	2.9939710153085572	3.1266259166563373	-19.452743505273737	-13.954277797040046
YAL046C	118	118	1012	1	93	25	0	0.788135593220339	0.211864406779661	0	0.09057833898305084	6.258717457627119	1.001132627118644	1.4067796610169492	0.6487779661016949	6.818965342528541	3.085553755644056	5.553339810435298	-8.832190328484177	-7.027082809413205
YAL047C	622	622	1011	0.9990118577075099	476	146	622	0.7652733118971061	0.2347266881028939	1	NA	2.9871749839228294	0.9991858520900322	1.1816720257234727	0.8037526366559485	5.131794234984262	2.9085069492670597	3.5538346944166297	-13.988437804514184	-10.853606909675612
YAL047W-A	109	109	924	0.9130434782608695	92	17	109	0.8440366972477065	0.1559633027522936	1	0.07487426605504587	2.8070961467889908	0.9993351376146788	1.4678899082568808	0.7718979816513761	8.443628899266603	2.952429644137091	7.095811579557577	-6.770386543371604	-5.538048993147141
YAL048C	662	662	1011	0.9990118577075099	590	72	662	0.8912386706948641	0.10876132930513595	1	0.04148288217522659	NA	NA	NA	NA	9.72862738766837	3.0672975136061287	8.89780403062586	-5.763038595297056	-4.940339354038
YAL049C	246	246	1012	1	202	44	0	0.8211382113821138	0.17886178861788618	0	0.14196381707317074	1.5444747154471545	0.9974638617886179	2.0365853658536586	0.9170523983739838	6.586439211999009	3.557982455175754	3.886555875614635	-11.466703245310473	-8.728713645385294
YAL051W	1047	1047	1012	1	851	196	0	0.8127984718242598	0.1872015281757402	0	NA	3.188252731614136	0.9988569054441261	2.084049665711557	0.8823968194842406	5.935889618405922	3.1194262843983	3.8425005501696603	-12.35019756369934	-9.655254337401482
YAL053W	783	783	1012	1	677	106	0	0.8646232439335888	0.13537675606641125	0	0.05016128352490421	2.543926206896552	0.9977243933588761	1.3448275862068966	1.0759242528735633	8.39681280422711	3.1246781340276537	7.187646692450781	-6.635214740437818	-5.546339038639023
YAL054C	713	713	1012	1	636	77	0	0.8920056100981767	0.10799438990182328	0	0.038962385694249646	1.4548573913043479	0.9973722861150071	1.1332398316970547	0.8729608695652175	9.29472408796181	3.3204800109651575	9.534852363063685	-5.54734657443234	-4.637201053488432
YAL055W	180	180	1012	1	118	62	0	0.6555555555555556	0.34444444444444444	0	0.39102716666666665	2.6533829444444446	0.9991349444444444	1.6722222222222223	0.8798567222222222	4.296033192888745	2.7148038916025548	3.014939703824721	-21.07212259044991	-14.923668665055807
YAL056C-A	116	116	1012	1	78	38	0	0.6724137931034483	0.3275862068965517	0	0.3226439655172414	3.6308145689655174	1.0027447413793102	1.6206896551724137	0.8492517241379309	4.3513076787109	2.6066817485351703	2.973159649298374	-19.770756698967595	-14.485510151680183
YAL056W	880	880	1012	1	658	222	0	0.7477272727272727	0.25227272727272726	0	0.18825628636363637	3.7045741477272727	1.0018374431818182	1.3522727272727273	0.9417698181818182	5.36517144321992	2.8568104861328183	3.944380913185088	-13.969500915104502	-11.016318671138334
YAL058W	502	502	1012	1	353	149	0	0.703187250996016	0.2968127490039841	0	0.2612045298804781	4.825526215139442	1.00034796812749	1.3545816733067728	0.87191784860557775	3.8489312372528834	2.2750737447363782	2.7776382992218194	-20.23761326194379	-15.450462125578786
YAL059C-A	140	140	1012	1	103	37	0	0.7357142857142858	0.2642857142857143	0	0.08802257142857144	1.4401441428571429	0.9986877142857142	2.3285714285714287	0.8222378571428571	3.8608143272343516	1.5790995258682048	4.1820713793073345	-9.12581908075062	-7.20653203733682
YAL059W	212	212	1012	1	159	53	0	0.75	0.25	0	0.21108490094339621	2.6734795754716982	0.9965028773584905	2.1037735849056602	0.8590657547169811	4.740459921346802	2.7793141383170266	3.1320917921189046	-15.691835139994339	-11.608890867646537
YAL060W	382	382	1012	1	317	65	0	0.8298429319371727	0.17015706806282724	0	0.1364061047120419	3.194995628272251	0.999159057591623	1.117801047120419	0.7818620680628272	6.569851263102606	3.6966380971245263	3.8365164657577835	-11.451879804417366	-8.366587909404142
YAL061W	417	417	1008	0.9960474308300395	308	109	417	0.7386091127098321	0.26139088729016785	1	0.23698495683453238	5.481734340527578	0.9999840287769785	1.3501199040767387	0.8355274820143884	4.952299806673077	2.832213239757291	3.3037103288884264	-16.655654525805623	-12.667629343322384
YAL062W	457	457	1001	0.9891304347826086	392	65	457	0.8577680525164114	0.1422319474835886	1	0.05399768052516411	1.530578555798687	0.9985533260393873	1.1838074398249452	0.8757329102844639	7.255984329657096	2.6923515481516995	6.674652100140069	-6.816610544788977	-5.707753895271859
YAL063C	1322	1322	1012	1	1115	207	0	0.8434190620272315	0.15658093797276854	0	NA	NA	NA	NA	NA	9.643377301221948	7.782781273653371	2.3763413774506783	-41.88757767011492	-26.56797337301704
YAL063C-A	96	96	684	0.6758893280632411	79	17	96	0.8229166666666666	0.17708333333333334	1	0.20685497916666667	6.936245520833333	1.0029610416666668	2.3333333333333335	0.8969733333333334	14.043208576902748	8.152055822776779	6.2227163693254255	-9.314450578448788	-6.6914991544993745
YAL064C-A	126	126	264	0.2608695652173913	106	20	126	0.8412698412698413	0.15873015873015872	1	0.47348277777777775	2.7121961904761904	0.9996996031746032	2.0952380952380953	0.9321266666666667	13.544226424508697	7.151884887541646	6.338400296762516	-9.469747121630991	-6.951321210407584
YAL064W	94	94	684	0.6758893280632411	69	25	94	0.7340425531914894	0.26595744680851063	1	0.6498651063829788	3.115863404255319	0.9999226595744681	3.0851063829787235	0.9842346808510638	8.366017938802788	5.60831526368248	3.7066386458991976	-24.85825492728482	-16.09894764065294
YAL064W-B	126	126	132	0.13043478260869565	118	8	126	0.9365079365079365	0.06349206349206349	1	0.3266638095238095	5.1583612698412695	1.009627619047619	1.1904761904761905	0.5617793650793651	20.23507564041902	12.94434316004664	5.420235964589203	-6.894840409740824	-4.229945583822374
YAL065C	128	128	801	0.791501976284585	81	47	128	0.6328125	0.3671875	1	0.591531796875	6.821555234375	1.0071896875	1.4296875	0.877701953125	4.1595254177969485	2.9440486728556943	2.5380756164498335	-38.52058446151095	-27.0672766863837
YAL066W	102	102	862	0.8517786561264822	56	46	102	0.5490196078431373	0.45098039215686275	1	0.8556224509803922	3.128657450980392	1.0006370588235294	1.4411764705882353	0.8679445098039216	4.237346864275582	3.1488885665317365	2.7505900378731956	-48.415430869288244	-31.590446260989737
YAL067C	593	593	860	0.849802371541502	479	114	593	0.8077571669477235	0.19224283305227655	1	NA	3.5404157166947723	0.9999839966273187	1.2833052276559864	0.9016410792580101	6.330411076863282	4.616062404427037	2.393780339550307	-21.13281422719759	-13.108000943302482
YAL067W-A	75	75	1012	1	30	45	0	0.4	0.6	0	NA	8.144200266666667	0.9999678666666666	1.8133333333333332	0.992926	1.8628828121230319	1.4457119818232962	1.4471366303440538	-132.01538042443303	-102.35313445966499
YAL068C	120	120	1012	1	94	26	0	0.7833333333333333	0.21666666666666667	0	0.08593238333333333	2.7220892500000002	1.00191075	1.4	1.0169773333333334	4.604368254179841	1.7045544045459888	4.75190656323598	-8.720161549197742	-7.101631897608688
YAL068W-A	84	84	184	0.18181818181818182	62	22	84	0.7380952380952381	0.2619047619047619	1	0.699572619047619	7.9683166666666665	1.0079161904761904	1.5476190476190477	0.8349861904761905	5.101112296275972	1.6238482783722306	5.783355936328016	-8.488082983318277	-7.055083473332882
YAL069W	104	104	194	0.191699604743083	81	23	104	0.7788461538461539	0.22115384615384615	1	0.6271696153846154	10.843722211538461	1.0000045192307692	2.3846153846153846	1.0843886538461538	6.060378103425735	2.253449763706053	5.037238556571216	-9.143786068554038	-7.362693920184547
YAR002C-A	219	219	1012	1	197	22	0	0.8995433789954338	0.1004566210045662	0	0.03121718721461187	1.3084129680365297	0.9999975342465753	1.1004566210045663	0.9137691324200913	11.624108661173027	2.8095863261367904	13.617894506927296	-4.636265098195336	-4.079888190915668
YAR002W	539	539	1012	1	408	131	0	0.7569573283858998	0.24304267161410018	0	0.18099208163265307	2.3021526159554733	1.0000919109461968	1.1651205936920224	0.764165120593692	4.607294564262748	2.578472997021726	3.5071631658707854	-13.850825065059647	-10.545547653387002
YAR003W	426	426	1012	1	366	60	0	0.8591549295774648	0.14084507042253522	0	0.07218779107981221	1.9184026995305163	0.9982740610328639	1.3873239436619718	1.0913563145539906	6.628667865401768	3.1908768038967024	5.516051039928867	-7.957532176883225	-6.30800186826316
YAR007C	621	621	1012	1	556	65	0	0.895330112721417	0.10466988727858294	0	0.04450747504025765	2.200005233494364	0.9985979710144928	1.2624798711755234	0.9045467149758454	10.239271943216792	4.78704804489848	6.861535404681365	-6.681370927670914	-5.408648824265609
YAR008W	275	275	1012	1	221	54	0	0.8036363636363636	0.19636363636363635	0	0.15013703272727272	3.399480690909091	0.9976760727272728	2.2036363636363636	0.9124331636363636	5.699063514885595	3.2670363874193917	3.7533659062335034	-11.538341145041025	-8.633320363520706
YAR014C	709	709	1012	1	562	147	0	0.7926657263751763	0.2073342736248237	0	0.17589546262341327	3.238752976022567	0.9990026939351199	1.1777150916784203	0.8581174471086037	5.9722555497624805	3.4657780769019553	3.759745755063585	-13.470902884604099	-10.239657951707786
YAR015W	306	306	1012	1	262	44	0	0.8562091503267973	0.1437908496732026	0	0.05290881045751634	2.1700762091503267	0.9967495751633987	1.4313725490196079	0.8406466013071895	7.825454066726751	2.573270140054602	8.096936666753374	-6.059103537080497	-5.144563111046269
YAR018C	435	435	1012	1	386	49	0	0.8873563218390804	0.11264367816091954	0	0.0833472091954023	4.225347034482758	1.0033030344827587	1.232183908045977	0.6876140000000001	11.806484084788687	6.173104959945674	6.005708363875178	-7.801734674553657	-5.983053476351908
YAR019C	974	974	1012	1	818	156	0	0.839835728952772	0.1601642710472279	0	0.07083389527720739	2.768210472279261	0.9982480390143738	1.3121149897330595	0.8590597535934291	7.403416020371584	3.3326885861783135	5.96613529360366	-8.198434528791477	-6.754147628989278
YAR019W-A	110	110	1012	1	79	31	0	0.7181818181818181	0.2818181818181818	0	0.4227054636363637	2.7134175454545453	0.9982997272727273	1.190909090909091	0.8980265454545454	5.45363176692486	3.9904953995015067	2.554486965923065	-30.797519067147125	-20.33274685690783
YAR020C	55	55	1012	1	37	18	0	0.6727272727272727	0.32727272727272727	0	0.12812516363636364	1.1324536363636364	1.0000043636363636	3	1.0331	4.478851832959902	1.6772275910992596	4.651153461106215	-9.397069282430591	-7.61811963161874
YAR023C	179	179	1012	1	112	67	0	0.6256983240223464	0.3743016759776536	0	NA	9.399961731843575	1.0008588826815643	1.4636871508379887	0.902268156424581	4.272723390051797	3.1620535597275308	2.2069606577590175	-66.54533153872048	-47.4274380812811
YAR027W	235	235	644	0.6363636363636364	187	48	235	0.7957446808510639	0.20425531914893616	1	0.5147422127659574	6.116734085106383	1.002565574468085	1.4042553191489362	0.9653597872340426	7.462731221962277	5.104683936594012	2.981657978737606	-22.999198554664606	-15.85673667848923
YAR028W	234	234	803	0.7934782608695652	167	67	234	0.7136752136752137	0.2863247863247863	1	NA	5.883086538461538	1.0026345299145298	1.5085470085470085	0.8952030341880342	6.360160146359517	4.884025030465562	2.7241501742855787	-38.77454740081348	-24.026008210672963
YAR029W	74	74	809	0.799407114624506	52	22	74	0.7027027027027027	0.2972972972972973	1	0.879180135135135	7.053072567567567	1.0048079729729729	2.2432432432432434	1.036143108108108	6.087049174572753	4.407561122597313	2.618686602458702	-35.1995359790662	-22.349227466504555
YAR030C	113	113	828	0.8181818181818182	83	30	113	0.7345132743362832	0.26548672566371684	1	0.7902715840707965	9.727988318584071	1.0019642477876107	1.575221238938053	0.950823185840708	5.399789247847931	3.967107119370579	2.218099010519256	-41.11495768384667	-27.822107417782398
YAR031W	298	298	626	0.6185770750988142	224	74	298	0.7516778523489933	0.24832214765100671	1	0.6528331073825503	7.756647348993289	1.0009263422818793	1.278523489932886	0.9355674161073826	5.613621688266169	3.779599421098574	2.446911286468497	-26.956084147504964	-18.835011694873984
YAR033W	234	234	1012	1	171	63	0	0.7307692307692307	0.2692307692307692	0	NA	8.380578547008547	1.002063717948718	1.3205128205128205	0.9210732478632478	4.734757261348838	3.313472709366238	2.2162572437902455	-34.99624176433359	-24.669600032595667
YAR035C-A	26	26	1002	0.9901185770750988	18	8	26	0.6923076923076923	0.3076923076923077	1	0.1675928076923077	1.4886092307692307	1.0000673076923077	3.5384615384615383	1.152149230769231	7.597860668132711	3.705465722837251	5.810766697895808	-8.902562356422349	-6.093740487003373
YAR035W	687	687	1008	0.9960474308300395	583	104	687	0.8486171761280932	0.15138282387190685	1	0.09990568122270742	4.614668340611353	0.9997963318777293	1.3187772925764192	0.9433846870451238	7.573347832735736	3.894808885039108	4.785622495190788	-9.507421482749145	-7.36827323424853
YAR042W	1188	1188	1003	0.991106719367589	962	226	1188	0.8097643097643098	0.19023569023569023	1	0.17268197474747476	5.533526902356902	1.000174696969697	1.2154882154882154	0.8775480134680135	6.341981338678628	3.8105361907805495	3.545247933333134	-14.000669440203199	-10.37859801862956
YAR047C	106	106	195	0.19268774703557312	102	4	106	0.9622641509433962	0.03773584905660377	1	0.09551283018867925	1.8036761320754717	0.9997572641509433	1.0754716981132075	0.7096779245283019	51.13809926348804	15.929191028414742	19.647099064897542	-3.866132028149714	-3.297304841729176
YAR050W	1537	1537	1012	1	1317	220	0	0.8568640208197787	0.14313597918022122	0	NA	3.0792846063760573	0.9994744307091737	1.1125569290826285	0.9788848666232921	9.576852835381622	7.140664936654079	2.699691114985029	-26.486470452614657	-17.719685883793794
